Country,Country_Code,Region,Income_Group,Year,Internet_Usage_Pct,Household_Internet_Access_Pct,Smartphone_Adoption_Pct,Mobile_Subscriptions_per_100,Fixed_Broadband_per_100,Avg_Fixed_Download_Speed_Mbps,Avg_Mobile_Download_Speed_Mbps,Network_Coverage_4G_Pct,Availability_5G_Pct,Broadband_Monthly_Cost_USD,Mobile_Data_Cost_per_GB_USD,Connectivity_Cost_Pct_Income,Digital_Literacy_Pct,Urbanization_Pct,Population_Millions
North Macedonia,MKD,Europe & Central Asia,Upper-Middle Income,2018,73.44,70.34,82.82,126.88,30.59,75.62,48.7,84.76,0.0,20.69,3.04,3.81,97.01,83.82,2.0
North Macedonia,MKD,Europe & Central Asia,Upper-Middle Income,2019,75.55,71.67,85.87,129.91,32.01,82.35,54.46,86.13,0.0,20.94,3.09,3.23,97.19,84.16,2.02
North Macedonia,MKD,Europe & Central Asia,Upper-Middle Income,2020,77.2,74.66,86.86,131.4,32.37,91.01,55.51,87.59,0.0,21.52,2.89,3.62,97.5,84.54,2.03
North Macedonia,MKD,Europe & Central Asia,Upper-Middle Income,2021,78.81,75.64,86.75,131.74,32.99,93.8,57.92,87.88,5.3,20.44,2.86,3.43,97.56,84.82,2.05
North Macedonia,MKD,Europe & Central Asia,Upper-Middle Income,2022,79.49,78.35,90.76,135.51,33.44,101.69,62.59,88.92,9.73,19.22,2.67,3.19,97.82,85.05,2.06
North Macedonia,MKD,Europe & Central Asia,Upper-Middle Income,2023,80.75,78.75,91.83,137.56,34.01,101.35,68.21,90.78,18.12,20.7,2.57,3.21,97.99,85.39,2.08
North Macedonia,MKD,Europe & Central Asia,Upper-Middle Income,2024,83.88,82.63,93.57,136.43,34.31,114.94,71.25,92.08,23.75,18.04,2.51,2.91,98.27,85.59,2.1
North Macedonia,MKD,Europe & Central Asia,Upper-Middle Income,2025,83.69,81.82,94.84,139.21,34.68,119.64,73.35,93.25,31.68,19.52,2.12,2.81,98.45,86.04,2.11
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper-Middle Income,2018,73.94,81.34,81.93,127.88,20.56,69.72,32.23,94.3,0.0,37.18,1.3,3.22,90.45,63.35,3.2
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper-Middle Income,2019,74.78,,82.22,129.77,20.89,77.37,38.35,96.08,0.0,36.16,1.52,3.2,90.88,63.8,3.23
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper-Middle Income,2020,75.3,82.56,85.16,131.63,21.77,88.09,38.99,97.63,0.0,36.34,1.1,3.23,90.9,64.05,3.25
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper-Middle Income,2021,75.87,85.77,87.66,133.57,22.43,90.24,41.06,99.83,7.11,34.86,1.14,3.16,91.03,64.29,3.28
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper-Middle Income,2022,78.25,87.2,90.62,136.48,23.24,95.19,45.58,99.25,12.13,34.98,1.18,2.97,91.11,64.66,3.3
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper-Middle Income,2023,80.54,87.88,90.22,139.4,23.21,101.94,45.87,99.9,16.71,33.95,0.9,2.68,91.5,64.98,3.33
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper-Middle Income,2024,80.58,88.82,93.17,138.53,23.58,110.95,49.57,99.9,23.06,31.93,0.99,2.8,91.6,65.21,3.35
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper-Middle Income,2025,83.06,93.01,94.74,141.85,24.55,113.34,51.09,99.9,30.59,30.48,1.01,2.6,91.98,65.5,3.38
Montenegro,MNE,Europe & Central Asia,Upper-Middle Income,2018,60.38,78.53,73.92,127.5,25.16,97.25,56.21,89.99,0.0,45.12,1.85,1.79,80.66,76.08,0.6
Montenegro,MNE,Europe & Central Asia,Upper-Middle Income,2019,62.4,80.89,74.89,126.85,25.28,110.03,62.05,90.7,0.0,43.4,1.85,1.76,80.82,76.36,0.6
Montenegro,MNE,Europe & Central Asia,Upper-Middle Income,2020,64.93,79.95,76.36,128.52,26.97,120.71,63.41,90.89,0.0,41.76,1.81,1.65,80.96,76.77,0.61
Montenegro,MNE,Europe & Central Asia,Upper-Middle Income,2021,66.07,82.97,78.48,129.9,26.99,128.99,68.88,92.93,4.87,43.43,1.57,1.69,81.07,77.22,0.61
Montenegro,MNE,Europe & Central Asia,Upper-Middle Income,2022,66.97,83.79,80.07,135.26,27.88,137.04,71.71,94.88,14.91,41.66,1.59,1.6,81.33,77.3,0.62
Montenegro,MNE,Europe & Central Asia,Upper-Middle Income,2023,68.5,84.59,80.94,134.14,28.76,142.12,77.88,95.42,16.39,40.99,1.44,1.51,81.46,77.66,0.62
Montenegro,MNE,Europe & Central Asia,Upper-Middle Income,2024,69.25,87.57,83.09,136.64,28.98,152.62,81.22,96.7,26.19,40.27,1.46,1.84,81.73,77.99,0.63
Montenegro,MNE,Europe & Central Asia,Upper-Middle Income,2025,71.84,90.73,86.5,140.89,29.61,157.08,84.08,97.04,32.43,39.62,1.31,1.51,81.83,78.22,0.63
Cyprus,CYP,Europe & Central Asia,High Income,2018,90.87,93.73,81.9,121.49,30.14,128.45,104.3,96.13,0.0,40.15,2.05,1.08,95.13,92.24,1.2
Cyprus,CYP,Europe & Central Asia,High Income,2019,93.42,95.88,82.4,122.65,31.31,134.63,111.12,95.64,2.2,39.53,1.92,1.14,95.46,92.71,1.21
Cyprus,CYP,Europe & Central Asia,High Income,2020,95.1,96.73,84.87,121.74,31.74,148.01,119.14,99.02,9.46,39.73,1.97,0.92,95.49,92.9,1.22
Cyprus,CYP,Europe & Central Asia,High Income,2021,96.46,97.9,86.19,123.61,32.0,154.54,124.81,99.9,22.4,39.49,1.7,0.74,95.59,93.27,1.23
Cyprus,CYP,Europe & Central Asia,High Income,2022,98.34,99.72,88.98,126.15,33.04,166.76,133.26,99.9,29.14,37.96,1.53,0.62,95.8,93.5,1.24
Cyprus,CYP,Europe & Central Asia,High Income,2023,99.5,99.8,90.75,130.02,33.57,179.19,138.72,99.9,40.7,36.21,1.58,0.96,96.1,93.98,1.25
Cyprus,CYP,Europe & Central Asia,High Income,2024,99.5,99.8,90.16,130.4,33.61,190.31,147.02,99.9,50.04,34.15,1.51,0.76,96.29,94.14,1.26
Cyprus,CYP,Europe & Central Asia,High Income,2025,99.5,99.8,94.44,134.0,34.86,195.44,152.29,99.9,65.27,34.05,1.55,0.76,96.39,94.38,1.27
Lithuania,LTU,Europe & Central Asia,High Income,2018,87.01,92.57,95.78,152.51,33.22,202.89,92.02,95.14,0.0,41.92,2.11,1.3,93.18,88.43,2.8
Lithuania,LTU,Europe & Central Asia,High Income,2019,88.66,93.46,97.27,156.87,32.75,218.01,103.8,96.18,4.18,39.91,2.06,1.33,93.45,88.81,2.82
Lithuania,LTU,Europe & Central Asia,High Income,2020,90.64,96.86,98.04,155.7,34.93,236.4,107.23,96.31,8.24,40.79,2.13,1.18,93.48,88.98,2.84
Lithuania,LTU,Europe & Central Asia,High Income,2021,92.85,97.9,97.02,158.37,34.23,243.99,116.06,99.17,23.62,38.45,2.0,1.22,93.9,89.36,2.87
Lithuania,LTU,Europe & Central Asia,High Income,2022,92.78,97.72,99.0,159.06,35.27,265.32,119.95,99.11,33.58,38.89,1.82,1.08,93.96,89.65,2.89
Lithuania,LTU,Europe & Central Asia,High Income,2023,95.71,99.8,99.0,162.46,36.04,283.53,127.39,99.9,45.27,37.04,1.9,0.87,94.33,89.97,2.91
Lithuania,LTU,Europe & Central Asia,High Income,2024,96.95,99.8,99.0,163.98,36.41,294.65,134.41,99.9,56.75,38.08,1.68,0.97,94.44,90.33,2.93
Lithuania,LTU,Europe & Central Asia,High Income,2025,97.43,99.8,99.0,165.18,37.11,315.86,140.48,99.9,63.83,36.32,1.64,1.14,,90.72,2.96
Latvia,LVA,Europe & Central Asia,High Income,2018,83.21,83.02,80.17,120.04,32.51,104.95,108.91,94.63,0.0,36.18,1.94,1.29,96.55,76.47,1.9
Latvia,LVA,Europe & Central Asia,High Income,2019,85.61,85.43,82.12,121.87,33.6,112.28,114.68,95.47,0.0,38.03,1.95,1.39,96.73,76.68,1.92
Latvia,LVA,Europe & Central Asia,High Income,2020,87.11,85.99,82.66,123.83,34.31,119.35,124.52,96.85,13.43,35.67,1.72,1.41,97.24,77.13,1.93
Latvia,LVA,Europe & Central Asia,High Income,2021,88.47,88.93,85.28,127.53,34.85,125.76,129.57,97.63,23.03,33.84,1.7,1.3,97.11,77.45,1.95
Latvia,LVA,Europe & Central Asia,High Income,2022,88.79,88.27,86.96,127.65,35.8,135.03,137.48,98.7,30.78,34.61,1.76,1.02,97.56,77.62,1.96
Latvia,LVA,Europe & Central Asia,High Income,2023,91.22,93.07,88.58,130.57,36.1,144.83,146.45,99.9,43.32,33.81,1.64,1.06,97.59,78.0,1.98
Latvia,LVA,Europe & Central Asia,High Income,2024,94.78,92.68,89.97,134.85,36.85,152.05,153.62,99.9,55.82,33.3,1.44,1.14,97.79,78.33,1.99
Latvia,LVA,Europe & Central Asia,High Income,2025,92.6,93.57,89.86,133.48,37.27,159.25,162.16,99.9,59.94,32.32,1.3,0.83,97.96,78.47,2.01
Slovakia,SVK,Europe & Central Asia,High Income,2018,83.47,81.54,80.93,127.54,33.85,93.92,59.67,96.81,0.0,31.67,1.01,1.0,96.92,73.02,5.4
Slovakia,SVK,Europe & Central Asia,High Income,2019,85.97,84.71,82.64,129.07,34.05,107.76,65.6,97.96,1.19,30.84,0.87,1.06,97.14,73.25,5.44
Slovakia,SVK,Europe & Central Asia,High Income,2020,86.05,85.28,83.7,126.95,34.35,114.36,68.73,97.58,8.98,31.22,0.94,1.14,97.17,73.51,5.49
Slovakia,SVK,Europe & Central Asia,High Income,2021,89.08,86.59,87.32,131.48,35.35,121.96,72.99,98.42,23.41,30.57,0.84,1.24,97.52,73.8,5.53
Slovakia,SVK,Europe & Central Asia,High Income,2022,89.37,88.66,88.09,132.06,35.77,117.76,78.57,99.9,33.17,28.45,0.87,1.35,97.62,74.27,5.57
Slovakia,SVK,Europe & Central Asia,High Income,2023,89.52,90.93,89.2,133.68,36.22,134.52,83.27,99.9,43.73,27.91,0.81,1.33,97.67,74.45,5.62
Slovakia,SVK,Europe & Central Asia,High Income,2024,92.18,92.44,91.99,136.83,37.07,143.49,86.09,99.9,59.05,27.64,0.65,1.08,97.91,74.72,5.66
Slovakia,SVK,Europe & Central Asia,High Income,2025,93.42,92.73,93.28,140.32,38.51,149.43,92.1,99.9,66.42,27.34,0.53,1.09,98.35,75.0,5.7
Slovenia,SVN,Europe & Central Asia,High Income,2018,94.1,93.0,79.34,149.31,48.92,92.33,74.05,98.22,0.0,50.28,0.66,0.74,93.72,84.46,2.1
Slovenia,SVN,Europe & Central Asia,High Income,2019,96.78,93.63,80.28,149.96,48.76,100.04,77.33,99.03,0.0,49.96,0.62,0.7,93.92,84.91,2.12
Slovenia,SVN,Europe & Central Asia,High Income,2020,97.75,93.94,82.64,154.61,50.04,109.02,85.13,99.9,12.62,49.23,0.62,0.73,93.93,85.18,2.13
Slovenia,SVN,Europe & Central Asia,High Income,2021,99.5,97.35,82.71,154.04,50.07,112.78,91.03,99.9,23.92,48.08,0.55,0.74,94.23,85.34,2.15
Slovenia,SVN,Europe & Central Asia,High Income,2022,99.5,99.23,86.68,160.07,51.15,120.67,94.81,99.9,31.67,47.18,0.42,0.81,94.48,85.84,2.17
Slovenia,SVN,Europe & Central Asia,High Income,2023,99.5,98.93,86.61,159.8,51.03,129.61,102.91,99.9,47.09,45.8,0.43,0.78,94.68,86.1,2.18
Slovenia,SVN,Europe & Central Asia,High Income,2024,99.5,99.8,90.33,158.62,51.85,135.66,104.57,99.9,52.64,44.85,0.59,0.44,94.9,86.42,2.2
Slovenia,SVN,Europe & Central Asia,High Income,2025,99.5,99.8,90.65,161.86,53.06,141.61,110.81,99.9,66.47,43.69,0.52,0.63,94.91,86.58,2.22
Singapore,SGP,East Asia & Pacific,High Income,2018,90.7,88.65,87.01,147.06,30.61,241.01,114.7,98.95,0.0,42.49,1.29,0.91,94.5,85.91,5.6
Singapore,SGP,East Asia & Pacific,High Income,2019,92.13,90.61,89.33,147.48,31.26,268.9,122.17,99.69,0.0,42.61,1.19,0.52,94.7,86.16,5.64
Singapore,SGP,East Asia & Pacific,High Income,2020,94.71,90.68,88.87,147.89,32.48,279.03,132.83,99.9,7.91,42.25,1.33,0.49,94.84,86.51,5.69
Singapore,SGP,East Asia & Pacific,High Income,2021,95.58,91.38,90.9,150.31,32.57,301.24,139.09,99.9,19.89,41.77,1.13,0.56,95.09,86.9,5.73
Singapore,SGP,East Asia & Pacific,High Income,2022,96.5,94.45,92.63,152.94,33.45,329.38,143.59,99.9,35.6,38.35,1.17,0.75,95.23,86.93,5.78
Singapore,SGP,East Asia & Pacific,High Income,2023,99.5,95.91,93.66,155.98,34.06,346.72,154.58,99.9,42.73,38.9,1.14,0.52,95.55,87.21,5.82
Singapore,SGP,East Asia & Pacific,High Income,2024,99.5,98.11,96.09,155.66,33.57,364.05,162.4,99.9,56.51,37.79,1.04,0.69,95.57,87.58,5.87
Singapore,SGP,East Asia & Pacific,High Income,2025,99.5,97.42,98.68,156.51,34.09,385.34,167.79,99.9,67.44,37.16,0.9,0.6,95.93,87.87,5.91
Japan,JPN,East Asia & Pacific,High Income,2018,84.84,86.13,85.9,116.41,36.04,112.33,80.46,94.78,0.0,57.04,1.4,1.37,98.03,84.83,125.1
Japan,JPN,East Asia & Pacific,High Income,2019,86.53,88.27,88.38,117.46,36.69,120.42,84.65,95.67,0.0,55.67,1.4,1.28,98.11,85.19,126.1
Japan,JPN,East Asia & Pacific,High Income,2020,85.66,89.62,85.21,118.17,38.27,128.17,89.99,97.47,9.41,54.53,1.41,1.5,98.07,85.51,127.1
Japan,JPN,East Asia & Pacific,High Income,2021,91.93,93.11,90.95,121.56,38.06,137.19,95.34,97.67,19.28,51.67,1.36,1.14,98.5,85.71,128.1
Japan,JPN,East Asia & Pacific,High Income,2022,91.58,92.51,89.76,122.78,38.91,146.5,102.42,98.37,30.47,50.88,1.16,1.26,98.85,86.26,129.1
Japan,JPN,East Asia & Pacific,High Income,2023,92.28,94.61,93.38,124.85,38.6,,107.0,99.26,42.89,50.79,1.2,1.34,98.89,86.52,130.1
Japan,JPN,East Asia & Pacific,High Income,2024,91.89,95.37,94.16,128.44,40.18,163.39,113.57,99.9,54.82,49.98,0.89,0.84,98.89,86.77,131.1
Japan,JPN,East Asia & Pacific,High Income,2025,94.56,,96.32,127.74,40.47,174.32,119.76,99.9,69.31,48.71,1.12,1.07,99.15,87.01,132.11
South Korea,KOR,East Asia & Pacific,High Income,2018,81.8,92.15,89.19,144.2,38.63,162.85,76.48,97.04,0.0,47.22,1.33,0.93,99.73,87.67,51.7
South Korea,KOR,East Asia & Pacific,High Income,2019,84.21,90.84,89.44,147.58,39.31,173.63,82.34,96.54,0.0,45.98,1.17,1.02,99.9,87.99,52.11
South Korea,KOR,East Asia & Pacific,High Income,2020,83.7,93.68,92.03,148.06,39.69,185.89,86.08,98.94,11.64,46.58,1.32,0.77,99.9,88.35,52.53
South Korea,KOR,East Asia & Pacific,High Income,2021,85.89,95.59,94.47,150.15,41.09,200.6,92.22,99.54,24.3,44.8,1.29,0.9,99.9,88.57,52.94
South Korea,KOR,East Asia & Pacific,High Income,2022,87.45,96.35,94.94,153.5,40.83,214.35,97.6,99.9,32.56,42.99,1.16,0.59,99.9,88.72,53.35
South Korea,KOR,East Asia & Pacific,High Income,2023,88.51,98.02,98.56,152.49,42.0,223.34,99.17,99.9,46.97,41.79,1.2,0.88,99.9,89.26,53.77
South Korea,KOR,East Asia & Pacific,High Income,2024,90.44,99.8,98.72,156.04,41.95,235.64,107.42,99.9,53.94,41.18,0.98,0.78,99.9,89.5,54.18
South Korea,KOR,East Asia & Pacific,High Income,2025,91.5,99.8,99.0,157.6,43.05,252.04,113.08,99.9,66.54,40.45,1.14,0.88,99.9,89.9,54.6
Australia,AUS,East Asia & Pacific,High Income,2018,84.98,83.33,82.05,124.69,33.79,106.29,76.83,94.73,0.0,56.67,0.31,1.27,93.91,97.45,25.7
Australia,AUS,East Asia & Pacific,High Income,2019,85.43,84.99,82.0,127.94,33.82,118.51,80.27,96.71,2.45,55.23,0.39,1.01,94.18,97.67,25.91
Australia,AUS,East Asia & Pacific,High Income,2020,87.0,88.4,83.47,127.9,34.84,122.76,84.47,97.42,10.61,53.99,0.34,1.25,94.38,98.15,26.11
Australia,AUS,East Asia & Pacific,High Income,2021,90.1,87.71,85.26,130.0,35.08,134.86,91.86,98.19,21.64,53.08,0.38,0.9,94.93,98.5,26.32
Australia,AUS,East Asia & Pacific,High Income,2022,88.95,89.28,85.75,131.98,34.98,144.06,97.66,98.53,33.32,51.17,0.42,1.03,94.94,98.6,26.52
Australia,AUS,East Asia & Pacific,High Income,2023,91.68,91.68,88.98,133.23,35.1,149.92,103.08,99.9,43.15,50.22,0.39,1.06,95.19,98.98,26.73
Australia,AUS,East Asia & Pacific,High Income,2024,93.45,93.94,90.19,137.15,36.15,158.82,108.97,99.9,56.84,49.7,0.34,0.86,95.26,99.0,26.93
Australia,AUS,East Asia & Pacific,High Income,2025,95.31,93.86,93.09,137.06,37.31,173.86,113.45,99.9,66.13,48.52,0.46,1.02,95.68,99.0,27.14
New Zealand,NZL,East Asia & Pacific,High Income,2018,81.61,87.98,94.8,151.7,46.91,116.62,64.81,97.54,0.0,58.12,1.38,1.34,92.83,92.08,5.1
New Zealand,NZL,East Asia & Pacific,High Income,2019,82.42,90.1,99.0,150.09,47.38,124.02,69.39,99.49,0.0,56.58,1.32,1.22,93.06,92.3,5.14
New Zealand,NZL,East Asia & Pacific,High Income,2020,82.18,91.19,99.0,151.96,47.78,135.2,73.63,99.9,10.45,56.84,1.12,1.24,93.16,92.6,5.18
New Zealand,NZL,East Asia & Pacific,High Income,2021,87.06,93.3,99.0,152.75,48.61,150.37,82.23,99.9,22.68,54.39,1.23,1.13,93.2,92.86,5.22
New Zealand,NZL,East Asia & Pacific,High Income,2022,86.98,94.06,99.0,157.72,48.81,154.67,82.33,99.9,33.62,52.12,1.15,1.01,93.41,93.27,5.26
New Zealand,NZL,East Asia & Pacific,High Income,2023,88.56,94.74,99.0,158.75,49.1,162.37,85.97,99.9,48.0,51.15,1.28,1.14,93.94,93.53,5.3
New Zealand,NZL,East Asia & Pacific,High Income,2024,91.72,98.2,99.0,158.61,50.12,179.4,92.99,99.9,51.32,50.0,1.04,0.98,93.88,93.8,5.34
New Zealand,NZL,East Asia & Pacific,High Income,2025,93.11,99.8,99.0,162.09,50.38,185.42,97.15,99.9,68.89,47.98,1.1,1.15,94.07,94.11,5.39
China,CHN,East Asia & Pacific,Upper-Middle Income,2018,63.39,70.02,71.91,113.69,21.07,51.4,59.18,86.53,0.0,36.85,1.11,2.75,89.18,53.66,1412.0
China,CHN,East Asia & Pacific,Upper-Middle Income,2019,66.45,70.99,72.88,115.72,21.0,54.2,63.35,86.28,0.0,36.95,1.14,2.65,89.3,54.1,1423.3
China,CHN,East Asia & Pacific,Upper-Middle Income,2020,64.55,72.62,75.0,116.09,21.49,57.98,68.82,87.35,0.56,35.27,1.05,2.79,89.4,54.29,1434.59
China,CHN,East Asia & Pacific,Upper-Middle Income,2021,67.7,74.2,75.57,117.95,22.49,56.4,73.49,89.31,3.81,34.2,1.21,2.73,89.57,54.62,1445.89
China,CHN,East Asia & Pacific,Upper-Middle Income,2022,68.46,76.14,78.3,122.02,22.96,60.26,76.41,90.62,12.66,33.52,0.98,2.51,89.66,54.95,1457.18
China,CHN,East Asia & Pacific,Upper-Middle Income,2023,68.49,78.94,78.54,125.88,24.21,66.19,81.65,90.43,17.04,32.15,0.94,2.43,89.93,55.19,1468.48
China,CHN,East Asia & Pacific,Upper-Middle Income,2024,71.46,80.49,80.84,122.42,24.29,68.95,85.11,91.94,26.64,31.78,0.77,2.22,90.13,55.44,1479.78
China,CHN,East Asia & Pacific,Upper-Middle Income,2025,75.44,81.64,83.53,125.23,24.67,76.51,89.97,92.37,30.08,29.94,0.84,2.31,90.29,55.65,1491.07
Malaysia,MYS,East Asia & Pacific,Upper-Middle Income,2018,65.31,65.99,63.43,135.29,21.17,102.8,42.02,91.13,0.0,40.05,2.36,2.7,86.96,63.11,33.6
Malaysia,MYS,East Asia & Pacific,Upper-Middle Income,2019,69.58,67.79,65.43,136.2,22.84,104.79,43.79,93.22,0.0,42.14,2.2,2.75,87.09,63.5,33.87
Malaysia,MYS,East Asia & Pacific,Upper-Middle Income,2020,69.48,68.21,67.95,137.29,23.28,117.55,48.45,94.61,0.0,37.88,2.12,2.97,87.34,63.91,34.14
Malaysia,MYS,East Asia & Pacific,Upper-Middle Income,2021,71.72,70.32,68.94,139.97,24.02,125.7,51.28,94.17,7.55,38.39,2.07,2.5,87.5,63.92,34.41
Malaysia,MYS,East Asia & Pacific,Upper-Middle Income,2022,72.84,71.26,70.1,141.16,24.71,130.85,54.85,96.22,11.29,38.24,2.03,2.57,,64.38,34.68
Malaysia,MYS,East Asia & Pacific,Upper-Middle Income,2023,73.82,70.62,71.73,142.69,24.62,142.02,53.81,96.62,17.52,36.46,1.9,2.1,88.01,64.7,34.94
Malaysia,MYS,East Asia & Pacific,Upper-Middle Income,2024,76.76,74.69,74.36,145.27,25.12,149.58,58.88,98.19,24.0,35.79,1.92,2.06,88.13,65.04,35.21
Malaysia,MYS,East Asia & Pacific,Upper-Middle Income,2025,77.89,76.48,75.92,147.32,25.7,157.33,60.41,98.55,30.24,36.81,1.66,2.16,88.53,65.41,35.48
Thailand,THA,East Asia & Pacific,Upper-Middle Income,2018,81.91,80.59,82.53,97.47,29.08,111.08,37.19,82.5,0.0,41.02,2.51,3.73,82.39,77.52,71.6
Thailand,THA,East Asia & Pacific,Upper-Middle Income,2019,82.26,83.03,84.44,99.33,28.97,123.75,40.54,84.6,0.0,41.23,2.16,3.29,82.69,77.73,72.17
Thailand,THA,East Asia & Pacific,Upper-Middle Income,2020,86.86,84.7,87.07,99.76,29.68,130.63,43.32,84.65,2.56,37.71,2.03,3.47,82.74,78.17,72.75
Thailand,THA,East Asia & Pacific,Upper-Middle Income,2021,85.66,87.54,87.17,101.22,30.8,136.84,44.42,86.36,5.58,39.15,2.07,3.7,82.93,78.42,73.32
Thailand,THA,East Asia & Pacific,Upper-Middle Income,2022,88.36,87.53,89.11,104.25,32.29,152.1,47.37,86.19,13.79,38.16,2.0,3.31,83.15,78.78,73.89
Thailand,THA,East Asia & Pacific,Upper-Middle Income,2023,90.89,90.47,90.74,105.17,32.61,157.88,51.79,88.14,19.64,36.63,1.9,3.18,83.27,79.02,74.46
Thailand,THA,East Asia & Pacific,Upper-Middle Income,2024,91.7,90.88,93.19,107.98,32.82,168.3,53.58,89.4,24.3,34.08,1.77,3.11,83.63,79.22,75.04
Thailand,THA,East Asia & Pacific,Upper-Middle Income,2025,92.6,93.56,94.91,110.13,32.19,171.05,54.39,90.06,31.91,34.95,1.73,3.08,83.79,79.59,75.61
Indonesia,IDN,East Asia & Pacific,Lower-Middle Income,2018,38.83,40.46,45.42,104.84,14.29,39.82,23.44,83.78,0.0,26.5,4.2,5.69,72.01,47.81,275.5
Indonesia,IDN,East Asia & Pacific,Lower-Middle Income,2019,38.48,39.65,47.02,106.1,15.53,40.29,26.7,84.35,0.0,26.34,4.04,5.3,72.27,47.91,277.7
Indonesia,IDN,East Asia & Pacific,Lower-Middle Income,2020,42.47,42.6,47.07,110.71,16.01,44.02,28.21,85.58,0.0,26.07,3.84,5.28,72.65,48.36,279.91
Indonesia,IDN,East Asia & Pacific,Lower-Middle Income,2021,42.44,44.22,49.8,107.78,16.56,49.32,32.05,88.92,0.0,25.93,3.77,5.27,72.74,48.59,282.11
Indonesia,IDN,East Asia & Pacific,Lower-Middle Income,2022,44.56,44.32,49.25,112.28,17.25,47.96,30.73,89.2,4.1,23.71,3.51,4.91,73.04,48.9,284.32
Indonesia,IDN,East Asia & Pacific,Lower-Middle Income,2023,46.15,46.37,54.92,115.01,17.52,53.43,33.74,90.12,4.88,22.65,3.48,4.84,73.13,49.17,286.52
Indonesia,IDN,East Asia & Pacific,Lower-Middle Income,2024,47.78,48.93,53.82,115.61,18.28,55.53,35.87,92.09,9.21,23.09,3.25,4.8,73.46,49.43,288.72
Indonesia,IDN,East Asia & Pacific,Lower-Middle Income,2025,50.48,50.19,56.31,116.05,18.97,60.29,36.82,91.72,9.76,23.74,2.95,4.42,73.6,49.83,290.93
Vietnam,VNM,East Asia & Pacific,Lower-Middle Income,2018,41.4,58.72,56.24,80.78,17.77,30.31,33.07,85.14,0.0,32.15,1.58,8.1,78.93,43.45,98.2
Vietnam,VNM,East Asia & Pacific,Lower-Middle Income,2019,44.69,59.72,56.41,83.39,18.53,35.32,36.79,87.23,0.0,31.5,1.49,7.8,79.07,43.68,98.99
Vietnam,VNM,East Asia & Pacific,Lower-Middle Income,2020,44.42,60.98,59.79,83.34,19.04,37.05,36.55,87.9,0.0,31.18,1.33,7.79,79.43,43.97,99.77
Vietnam,VNM,East Asia & Pacific,Lower-Middle Income,2021,46.61,61.16,61.28,86.14,20.32,40.74,36.51,88.29,0.09,29.61,1.21,7.3,79.67,44.32,100.56
Vietnam,VNM,East Asia & Pacific,Lower-Middle Income,2022,46.86,62.45,62.09,90.46,21.02,39.53,39.46,89.4,3.06,28.97,1.21,6.99,79.77,44.48,101.34
Vietnam,VNM,East Asia & Pacific,Lower-Middle Income,2023,46.74,66.55,63.9,91.91,20.56,,41.81,90.91,4.58,29.35,1.13,6.68,79.87,44.93,102.13
Vietnam,VNM,East Asia & Pacific,Lower-Middle Income,2024,50.42,66.69,63.01,90.22,21.83,45.94,43.41,92.11,8.21,28.12,1.09,6.86,80.28,45.22,102.91
Vietnam,VNM,East Asia & Pacific,Lower-Middle Income,2025,53.32,69.37,68.04,93.39,22.06,49.14,45.29,93.53,11.72,27.21,1.12,6.44,80.51,45.46,103.7
Philippines,PHL,East Asia & Pacific,Lower-Middle Income,2018,35.81,57.93,58.71,95.05,17.85,48.8,17.97,70.09,0.0,22.36,3.97,3.45,77.28,58.03,115.6
Philippines,PHL,East Asia & Pacific,Lower-Middle Income,2019,37.46,60.22,61.46,93.75,18.96,53.38,19.86,71.81,0.0,21.79,3.71,3.33,77.61,58.44,116.52
Philippines,PHL,East Asia & Pacific,Lower-Middle Income,2020,38.64,62.2,61.48,95.89,19.69,54.16,22.93,71.72,0.0,23.05,3.68,3.37,77.8,58.46,117.45
Philippines,PHL,East Asia & Pacific,Lower-Middle Income,2021,40.8,64.2,63.52,100.33,20.04,54.11,26.88,72.69,0.68,19.91,3.52,2.95,77.7,58.8,118.37
Philippines,PHL,East Asia & Pacific,Lower-Middle Income,2022,42.64,65.48,65.25,100.74,20.69,61.81,22.87,74.46,2.6,20.37,3.38,3.0,78.12,59.22,119.3
Philippines,PHL,East Asia & Pacific,Lower-Middle Income,2023,44.19,68.37,66.01,102.83,20.83,63.65,26.61,75.32,6.41,21.08,3.01,2.69,78.41,59.29,120.22
Philippines,PHL,East Asia & Pacific,Lower-Middle Income,2024,44.76,69.15,68.19,103.32,21.24,71.25,28.3,75.71,8.45,18.55,2.97,2.82,78.66,59.77,121.15
Philippines,PHL,East Asia & Pacific,Lower-Middle Income,2025,45.67,69.65,69.49,107.22,22.62,75.83,27.03,76.25,12.22,19.66,2.8,2.73,,60.03,122.07
Mongolia,MNG,East Asia & Pacific,Lower-Middle Income,2018,60.11,44.91,65.53,76.09,17.16,,26.53,83.23,0.0,20.32,1.93,6.99,81.16,53.71,3.4
